angle,dist,time
3.5583068414049075,2.1739952722306843,0.32705211639404297
3.5583068414049075,2.1739952722306843,0.42925119400024414
3.3717313363637995,2.1699391581380585,0.5309069156646729
3.3717313363637995,2.1699391581380585,0.6349890232086182
3.3717313363637995,2.1699391581380585,0.7402830123901367
2.7648572064504062,2.1766885422471907,0.8429360389709473
2.291611843120527,2.1954240557340676,0.9471540451049805
2.0360104317603165,2.2094236837571968,1.0526962280273438
1.9855842998504665,2.212359405155625,1.1579930782318115
1.9855842998504665,2.212359405155625,1.2593281269073486
1.3973257088752253,2.246159795966304,1.3626902103424072
1.1018185680359163,2.2607615092765916,1.4665300846099854
0.8046318703054092,2.269627584430028,1.572012186050415
0.8046318703054092,2.269627584430028,1.6740381717681885
0.8046318703054092,2.269627584430028,1.7792880535125732
0.17429177456410516,2.249994509470898,1.8810560703277588
0.011217315914870296,2.2260347182656375,1.9821572303771973
-0.053900808930866795,2.1820927523568114,2.08457612991333
-0.018840405168231378,2.170775953963591,2.185260057449341
-0.018840405168231378,2.170775953963591,2.2880520820617676
-0.04311663408492161,2.006429916441186,2.391900062561035
-0.04311663408492161,2.006429916441186,2.4926180839538574
-0.11026928807047653,1.873853300971841,2.5929980278015137
-0.09031314849213112,1.8697972815635224,2.695466995239258
-0.09031314849213112,1.8697972815635224,2.8010120391845703
-0.10434757569324393,1.7041738484553408,2.9039628505706787
-0.12423033806324568,1.6262965469244566,3.008881092071533
-0.12783167241816207,1.5734667777513163,3.1133880615234375
-0.13611257990194803,1.5446504839028796,3.218675136566162
-0.13611257990194803,1.5446504839028796,3.3201119899749756
-0.14560240450276285,1.397303294056444,3.4231960773468018
-0.18987410309063368,1.3582855966113458,3.5254569053649902
-0.18622928812296569,1.3018829707060051,3.6276302337646484
-0.14596719507719258,1.2719609787471655,3.730031967163086
-0.14596719507719258,1.2719609787471655,3.835407257080078
-0.15162709205678282,1.1826647923615616,3.9406001567840576
-0.17665273258563907,1.1385941402884796,4.042852163314819
-0.16662440659204436,1.081971818384335,4.146018028259277
-0.1756499923963064,1.063998117465951,4.247431039810181
-0.1756499923963064,1.063998117465951,4.348913908004761
-0.15450224809563728,0.9796516533752689,4.457811117172241
-0.1552575658318207,0.9468231670084172,4.561064958572388
-0.15579756098454722,0.9184003163453556,4.663286209106445
-0.15799484487438975,0.9116011910307457,4.765830993652344
-0.15799484487438975,0.9116011910307457,4.870541095733643
-0.15799484487438975,0.9116011910307457,4.971135139465332
-0.1555742117097001,0.8254542645736629,5.07220196723938
-0.17336975559221468,0.807658160072411,5.172562122344971
-0.16930046367591634,0.7856405434618717,5.280241012573242
-0.16930046367591634,0.7856405434618717,5.385606050491333
-0.16930046367591634,0.7856405434618717,5.48680305480957
-0.13653266656734764,0.7247702934028666,5.589093923568726
-0.1315196129732601,0.7101177963469024,5.689316272735596
-0.13429273523030627,0.7007093579092372,5.7897789478302
-0.13429273523030627,0.7007093579092372,5.891983985900879
-0.13429273523030627,0.7007093579092372,5.992383003234863
-0.11061921285170517,0.660596538019838,6.117985010147095
-0.12262096589436178,0.6506464636608057,6.219902038574219
-0.10222408588824927,0.6439103214252893,6.325222969055176
-0.10222408588824927,0.6439103214252893,6.425925970077515
-0.10222408588824927,0.6439103214252893,6.528111219406128
-0.12887802311481233,0.6191003747552802,6.631234169006348
-0.12718788538811454,0.612819637325558,6.73715615272522
-0.12473899100118402,0.6095830235762414,6.84003210067749
-0.12473899100118402,0.6095830235762414,6.941009998321533
-0.12473899100118402,0.6095830235762414,7.044439077377319
-0.12473899100118402,0.6095830235762414,7.1471099853515625
-0.12933049545454867,0.5911032922005282,7.247481822967529
-0.11781719037294991,0.5880382354418932,7.350394010543823
-0.11781719037294991,0.5880382354418932,7.453083038330078
-0.11781719037294991,0.5880382354418932,7.55774712562561
-0.11781719037294991,0.5880382354418932,7.658173084259033
-0.1008348614619079,0.5823538736695831,7.758846044540405
-0.10116012722493295,0.5818019561137764,7.860528945922852
-0.10034121354574554,0.5818164954292915,7.965810060501099
-0.10034121354574554,0.5818164954292915,8.066601991653442
-0.10052335069120799,0.5817924167030497,8.199073076248169
-0.10156535258659583,0.5816264994881541,8.303187131881714
-0.10064763981982239,0.581680438252131,8.408464908599854
-0.10064763981982239,0.581680438252131,8.509220123291016
-0.10064763981982239,0.581680438252131,8.614500999450684
-0.10232342143361173,0.5815992278267473,8.735459089279175
-0.10076601009737418,0.5816253657320526,8.836129188537598
-0.10321044293380854,0.5815876797784323,8.936612129211426
-0.10321044293380854,0.5815876797784323,9.037172079086304
-0.10321044293380854,0.5815876797784323,9.142447233200073
-0.10144213469930419,0.5816106951378066,9.267160177230835
-0.10047257619083605,0.5816713416976977,9.36932897567749
-0.10110687863425727,0.5816425899657007,9.474021911621094
-0.10110687863425727,0.5816425899657007,9.57550597190857
-0.10110687863425727,0.5816425899657007,9.680781126022339
-0.10245982066002379,0.5815920756810359,9.781780004501343
-0.10280905835752097,0.5815950942951496,9.885348081588745
-0.10257966840174326,0.581579114240842,9.988932132720947
-0.10257966840174326,0.581579114240842,10.090052127838135
-0.10257966840174326,0.581579114240842,10.191174983978271
-0.1018155184154208,0.5816308097485549,10.301191091537476
-0.10161346321064202,0.5816175666545359,10.403661251068115
-0.10101632993600429,0.5816140227415908,10.508661031723022
-0.10101632993600429,0.5816140227415908,10.61404299736023
